Employee #,Last Name,First Name,Status,Position,Immediate Supervisor,Date From,Date To,Time-in,Time-out,Hours Worked,Duration,Attendance Type,Attendance Status
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,12-Jun-2022,12-Jun-2022,10:00,17:00,6,1,Work,Closed-Late
10001,Crisostomo,Jose,#N/A,#N/A,#N/A,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10002,Mata,Christian,#N/A,#N/A,#N/A,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10003,San Jose,Brad,Regular,HR Team Leader,Villanueva Andrea Mae,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10004,Salcedo,Anthony,Regular,Payroll Manager,Alvaro Roderick,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10005,Romualdez,Alice,Regular,HR Rank and File,San Jose Brad,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10006,Atienza,Rosie,Regular,HR Rank and File,San Jose Brad,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10007,Farala,Martha,Regular,Payroll Rank and File,Salcedo Anthony,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10008,Martinez,Leila,Regular,Payroll Rank and File,Salcedo Anthony,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10009,San Jose,Allison,Regular,Account Rank and File,Mata Christian,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10010,Rosario,Cydney,Regular,Account Rank and File,Mata Christian,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10011,Lopez TEST,Josie,Regular,Payroll Team Leader,Salcedo Anthony,14-Jan-1900,14-Jan-1900,8:00,17:00,8,1,Work,Closed-On Time
10012,De Leon,Selena,Regular,Account Team Leader,Romualdez Fredrick,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,12-Jul-2022,12-Jul-2022,8:00,17:00,8,1,Work,Closed-On Time
10001,Crisostomo,Jose,#N/A,#N/A,#N/A,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10002,Mata,Christian,#N/A,#N/A,#N/A,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10003,San Jose,Brad,Regular,HR Team Leader,Villanueva Andrea Mae,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10004,Salcedo,Anthony,Regular,Payroll Manager,Alvaro Roderick,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10005,Romualdez,Alice,Regular,HR Rank and File,San Jose Brad,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10006,Atienza,Rosie,Regular,HR Rank and File,San Jose Brad,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10007,Farala,Martha,Regular,Payroll Rank and File,Salcedo Anthony,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10008,Martinez,Leila,Regular,Payroll Rank and File,Salcedo Anthony,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10009,San Jose,Allison,Regular,Account Rank and File,Mata Christian,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10010,Rosario,Cydney,Regular,Account Rank and File,Mata Christian,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10011,Lopez TEST,Josie,Regular,Payroll Team Leader,Salcedo Anthony,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10012,De Leon,Selena,Regular,Account Team Leader,Romualdez Fredrick,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,12-Aug-2022,12-Aug-2022,0:00,0:00,0,1,Work,Closed
10001,Crisostomo,Jose,#N/A,#N/A,#N/A,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10002,Mata,Christian,#N/A,#N/A,#N/A,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10003,San Jose,Brad,Regular,HR Team Leader,Villanueva Andrea Mae,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10004,Salcedo,Anthony,Regular,Payroll Manager,Alvaro Roderick,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10005,Romualdez,Alice,Regular,HR Rank and File,San Jose Brad,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10006,Atienza,Rosie,Regular,HR Rank and File,San Jose Brad,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10007,Farala,Martha,Regular,Payroll Rank and File,Salcedo Anthony,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10008,Martinez,Leila,Regular,Payroll Rank and File,Salcedo Anthony,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10009,San Jose,Allison,Regular,Account Rank and File,Mata Christian,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10010,Rosario,Cydney,Regular,Account Rank and File,Mata Christian,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10011,Lopez TEST,Josie,Regular,Payroll Team Leader,Salcedo Anthony,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10012,De Leon,Selena,Regular,Account Team Leader,Romualdez Fredrick,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,12-Sep-2022,12-Sep-2022,8:00,17:00,8,1,Work,Closed-On Time
10001,Crisostomo,Jose,#N/A,#N/A,#N/A,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10002,Mata,Christian,#N/A,#N/A,#N/A,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10003,San Jose,Brad,Regular,HR Team Leader,Villanueva Andrea Mae,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10004,Salcedo,Anthony,Regular,Payroll Manager,Alvaro Roderick,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10005,Romualdez,Alice,Regular,HR Rank and File,San Jose Brad,12-Dec-2022,12-Dec-2022,8:15,17:00,7.75,1,Work,Closed-Late
10006,Atienza,Rosie,Regular,HR Rank and File,San Jose Brad,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10007,Farala,Martha,Regular,Payroll Rank and File,Salcedo Anthony,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10008,Martinez,Leila,Regular,Payroll Rank and File,Salcedo Anthony,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10009,San Jose,Allison,Regular,Account Rank and File,Mata Christian,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10010,Rosario,Cydney,Regular,Account Rank and File,Mata Christian,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10011,Lopez TEST,Josie,Regular,Payroll Team Leader,Salcedo Anthony,12-Dec-2022,12-Dec-2022,10:30,17:00,5.5,1,Work,Closed-Late
10012,De Leon,Selena,Regular,Account Team Leader,Romualdez Fredrick,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,12-Dec-2022,12-Dec-2022,13:00,17:00,3,1,Work,Closed-Late
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,12-Dec-2022,12-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10001,Crisostomo,Jose,#N/A,#N/A,#N/A,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10002,Mata,Christian,#N/A,#N/A,#N/A,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10003,San Jose,Brad,Regular,HR Team Leader,Villanueva Andrea Mae,13-Dec-2022,13-Dec-2022,11:30,17:00,4.5,1,Work,Closed-Late
10004,Salcedo,Anthony,Regular,Payroll Manager,Alvaro Roderick,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10005,Romualdez,Alice,Regular,HR Rank and File,San Jose Brad,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10006,Atienza,Rosie,Regular,HR Rank and File,San Jose Brad,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10007,Farala,Martha,Regular,Payroll Rank and File,Salcedo Anthony,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10008,Martinez,Leila,Regular,Payroll Rank and File,Salcedo Anthony,13-Dec-2022,13-Dec-2022,8:10,17:00,7.83,1,Work,Closed-On Time
10009,San Jose,Allison,Regular,Account Rank and File,Mata Christian,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10010,Rosario,Cydney,Regular,Account Rank and File,Mata Christian,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10011,Lopez TEST,Josie,Regular,Payroll Team Leader,Salcedo Anthony,14-Jan-1900,14-Jan-1900,8:00,17:00,8,1,Work,Closed-On Time
10012,De Leon,Selena,Regular,Account Team Leader,Romualdez Fredrick,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,13-Dec-2022,13-Dec-2022,8:05,17:00,7.92,1,Work,Closed-On Time
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,13-Dec-2022,13-Dec-2022,9:00,17:00,7,1,Work,Closed-Late
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,13-Dec-2022,13-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10001,Crisostomo,Jose,#N/A,#N/A,#N/A,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10002,Mata,Christian,#N/A,#N/A,#N/A,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10003,San Jose,Brad,Regular,HR Team Leader,Villanueva Andrea Mae,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10004,Salcedo,Anthony,Regular,Payroll Manager,Alvaro Roderick,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10005,Romualdez,Alice,Regular,HR Rank and File,San Jose Brad,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10006,Atienza,Rosie,Regular,HR Rank and File,San Jose Brad,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10007,Farala,Martha,Regular,Payroll Rank and File,Salcedo Anthony,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10008,Martinez,Leila,Regular,Payroll Rank and File,Salcedo Anthony,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10009,San Jose,Allison,Regular,Account Rank and File,Mata Christian,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10010,Rosario,Cydney,Regular,Account Rank and File,Mata Christian,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10011,Lopez TEST,Josie,Regular,Payroll Team Leader,Salcedo Anthony,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10012,De Leon,Selena,Regular,Account Team Leader,Romualdez Fredrick,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,14-Dec-2022,14-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10001,Crisostomo,Jose,#N/A,#N/A,#N/A,15-Dec-2022,15-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10002,Mata,Christian,#N/A,#N/A,#N/A,15-Dec-2022,15-Dec-2022,0:00,0:00,0,1,Work,Closed
10003,San Jose,Brad,Regular,HR Team Leader,Villanueva Andrea Mae,15-Dec-2022,15-Dec-2022,0:00,0:00,0,1,Work,Closed
10004,Salcedo,Anthony,Regular,Payroll Manager,Alvaro Roderick,15-Dec-2022,15-Dec-2022,0:00,0:00,0,1,Work,Closed
10005,Romualdez,Alice,Regular,HR Rank and File,San Jose Brad,15-Dec-2022,15-Dec-2022,0:00,0:00,0,1,Work,Closed
10006,Atienza,Rosie,Regular,HR Rank and File,San Jose Brad,15-Dec-2022,15-Dec-2022,0:00,0:00,0,1,Work,Closed
10007,Farala,Martha,Regular,Payroll Rank and File,Salcedo Anthony,15-Dec-2022,15-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10008,Martinez,Leila,Regular,Payroll Rank and File,Salcedo Anthony,15-Dec-2022,15-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10009,San Jose,Allison,Regular,Account Rank and File,Mata Christian,15-Dec-2022,15-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10010,Rosario,Cydney,Regular,Account Rank and File,Mata Christian,15-Dec-2022,15-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10011,Lopez TEST,Josie,Regular,Payroll Team Leader,Salcedo Anthony,15-Dec-2022,15-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10012,De Leon,Selena,Regular,Account Team Leader,Romualdez Fredrick,15-Dec-2022,15-Dec-2022,8:00,17:00,8,1,Work,Closed-On Time
10013,Romualdez,Fredrick,Regular,Account Manager,Lim Antonio,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10014,Bautista,Mark,Regular,Account Rank and File,Mata Christian,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10015,Lazaro,Darlene,Probationary,Account Rank and File,Mata Christian,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10016,Delos Santos,Kolby,Probationary,Account Rank and File,Mata Christian,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10017,Santos,Vella,Probationary,Account Rank and File,Mata Christian,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10018,Del Rosario,Tomas,Probationary,Account Rank and File,Mata Christian,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10019,Tolentino,Jacklyn,Probationary,Account Rank and File,De Leon Selena,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10020,Gutierrez,Percival,Probationary,Account Rank and File,De Leon Selena,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10021,Manalaysay,Garfield,Probationary,Account Rank and File,De Leon Selena,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10022,Villegas,Lizeth,Probationary,Account Rank and File,De Leon Selena,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10023,Ramos,Carol,Probationary,Account Rank and File,De Leon Selena,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10024,Maceda,Emelia,Probationary,Account Rank and File,De Leon Selena,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
10025,Aguilar,Delia,Probationary,Account Rank and File,De Leon Selena,15-Dec-2022,15-Dec-2022,10:00,17:00,6,1,Work,Closed-Late
